Job_Role,Company,Location,Job Experience,Skills/Description
Urgent opening For Data Engineer - 15 Days NP,Zen3 Infosolutions,"Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9,"Spark, Data Factory, Data Bricks, Azure Data Lake Storage, Scala, Pyspark, IT Skills, Azure"
Data Engineer (Azure Data Lake Storage),TEKISHUB CONSULTING SERVICES PRIVATE LIMITED,"Noida, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-9,"Azure Data Factory, SCALA, Azure Data Lake, Azure Databricks, Spark, etl design, Azure Data Lake Storage"
Principal Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru",7-11,"IT Skills, Java, Python, Testing, DevOps, Product Management, Elastic Search, Computer science"
Data Engineer - Big Data / Python,DataToBiz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",3-8,"Big Data, SQL, Python, IT Skills, Java, Software Development, Testing, Machine Learning"
Data Engineer - AWS/Python/SQL,DataToBiz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",7-10,"scala, Python, SQL, IT Skills, Java, Software Development, Testing, Machine Learning"
Staff Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru",1-5,"IT Skills, Java, Python, Testing, DevOps, Product Management, Computer science, Backend"
Data Engineer II,J2 Cloud Services,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-9,"Computer science, metadata, SAP, Analytical, Wellness, Data quality, Adobe, Analytics"
Azure Data Engineer,Encora,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10,"Azure Data Engineer, IT Skills, Cloud, Power BI, Azure, Azure Data Factory, Azure Databricks, Azure SQL"
Data Engineer,Nice Software Solutions Pvt. Ltd,"Nagpur, Pune, Bangalore/Bengaluru",4-8,"Big Data, Map Reduce, Python, Sqoop, Hive, Data, Spark, EMR"
Hiring Data Engineer@ EPAM Systems,EPAM Systems,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10,"IT Skills, Python"
Data Engineer - ACE,MilliporeSigma,Bangalore/Bengaluru,5-10,"Change management, Data management, Coding, XML, Healthcare, HTML, big data, Oracle"
Data Engineer - ACE,MilliporeSigma,Bangalore/Bengaluru,5-10,"Db2, XML, MySQL, Javascript, HTML, big data, Oracle, Apache"
Data Engineer,MilliporeSigma,Bangalore/Bengaluru,5-10,"Change management, Data management, Coding, XML, Javascript, Healthcare, HTML, Oracle"
Data Engineer,Concerto HealthAI,Bangalore/Bengaluru,6-11,"Computer science, Customer acquisition, metadata, NoSQL, Data structures, Healthcare, Operations, Private equity"
Big Data Engineer,Big Data BizViz,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-10,"IT Skills, Java, Python, Data Science, MS SQL, Big Data, Hive, Scala"
EDP Cloud Data Engineer,Eli Lilly and Company,Bangalore/Bengaluru,5-10,"Automation, Data management, Access management, Healthcare, Scheduling, Apache, Business solutions, Information technology"
Data Engineer,Bukuwarung,Bangalore/Bengaluru,3-8,"Unix, Shell Scripting, Mysql, Google Cloud Platform, Data Engineer, Aws, Etl, Web Services"
Data Engineer,Concerto.ai,Bangalore/Bengaluru,6-11,"IT Skills, Python, Big Data, AWS, Computer science, Customer acquisition, metadata, NoSQL"
Azure Data Engineer,PAGO Analytics,"Mumbai, Gurgaon, Bengaluru",3-10,"IT Skills, Java, J2EE, Python, Testing, Big Data, .Net, C++"
Azure Data Engineer,Collabera Technologies Pvt. Ltd.,Bangalore/Bengaluru,3-12,"Computer science, metadata, NoSQL, cassandra, SCALA, Data structures, Operations, Analysis services"
Data Engineer,HealthifyMe,Bengaluru,2-5,"Data management, Data modeling, Artificial Intelligence, Data structures, Data processing, microsoft, Data mining, Analytics"
Data Engineer,Tookitaki Holding PTE LTD,Bangalore/Bengaluru,1-3,"SDLC, analytics, Hadoop, Code review, sprint process, IT Skills, Testing, Big Data"
Big Data Engineer,Xebia IT Architects,Bengaluru,4-6,"Unix, Core Java, Linux, Consulting, Debugging, Data processing, Workflow, Application development"
BDB Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru",5-10,"IT Skills, Python, Data Science, Cloud, MS SQL, Javascript, Big Data, algorithms"
Azure Data Engineer,AppsTek Corp,"Mumbai, Gurgaon, Bengaluru",3-7,"C++, PDF, Consulting, System integration, J2Ee, Application development, Oracle, SDLC"
Data Engineer (ML OPs),Aidetic,Bangalore/Bengaluru,2-4,"kubeflow, SQL, Python, Data warehousing, AWS Sagemaker, Pyspark, Data - oriented workflow orchestration frameworks, Azure"
Data Engineer,Sequoia Consulting Group,Bangalore/Bengaluru,2-4,"Payroll, metadata, Backend, Product engineering, Consulting, Data structures, Analytics, SQL"
Data Engineer,Data Semantics,Bangalore/Bengaluru,5-10,"IT Skills, Java, Python, Testing, Data Science, Cloud, Product Management, SAN"
Data Engineer,YPR Informatics Private Limited,Bangalore/Bengaluru,4-9,"MS Azure data management, spark, Python scripting, iaas paas saas, RDBMS MS SQL Server, SaaS, ETL, IaaS"
BU IDS - Omnichannel Ops - Data Engineer,Eli Lilly and Company,Bangalore/Bengaluru,2-5,"Data modeling, Business analysis, Coding, Agile, Scrum, Informatica, Apache, Business intelligence"
Data Engineer -Permanent Remote - I Link Software Pvt Ltd,I LINK SOFTWARE PRIVATE LIMITED,Remote,5-10,"ODI, Tableau, oracle data integrator, Pentaho, SQL"
MD IDS - Data Engineer,Eli Lilly and Company,Bangalore/Bengaluru,4-9,"Coding, Technical leadership, Agile, Healthcare, Application development, Scrum, Apache, Business intelligence"
Data Engineer,Zoom Start India,Bangalore/Bengaluru,1-4,"Coding, Machine learning, SCALA, Data processing, Data quality, Open source, Analytics, SQL"
Data Engineer,HyreFox Consultants Pvt Ltd,Bangalore/Bengaluru,5-12,"Computer science, NoSQL, Coding, Data processing, Data quality, MongoDB, data visualization, Monitoring"
"Python Data Engineer, Product based, Hyderabad.",DOCSKIFF-JAGGAER,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-5,"IT Skills, Python, Software Development, Data Science, AWS"
Big Data Engineer - GCP,EPAM Systems,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",3-8,"spark, GCP, Cloud, hadoop"
Data Engineer,True Beacon,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4-9,"Data Engineering, Workflow Management, Investment Research, Java, Cloud Computing, GCP, Big Data, Data Architecture"
Fraud Data Engineer - Banking,SHAROBI TECHNOLOGIES INDIA PRIVATE LIMITED,"Mumbai, New Delhi, Bangalore/Bengaluru",5-8,"aws glue, python, java, scala, linux, hadoop, bash scripting, sql server"
Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru",5-10,"ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition"
Geospatial Data Engineer,Pixxel,Bangalore/Bengaluru,2-5,"GIS, Computer science, Cloud computing, jQuery, RDBMS, Coding, Postgresql, Javascript"
Data Engineer,epiFi Technologies,Bangalore/Bengaluru,2-4,"IT Skills, Python, Cloud, AWS, Workflow Management, Hive, Open Source, Scala"
PySpark Data Engineer,INCANDESCENT TECHNOLOGIES PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9,"Pyspark, Hadoop, SCALA, Kafka, Spark, IT Skills, Python, Testing"
Azure Engineer - Data Warehousing/DataLake,DataToBiz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",3-8,"D365, ETL, Salesforce, IT Skills, Cloud, Azure, Azure Data Factory, DataLake"
Data Engineer,bitsCrunch,Bangalore/Bengaluru,1-6,"Data Bricks, IT Skills, Python, Machine Learning, Artificial Intelligence, Cloud, AWS, spark"
Gcp Data Engineer,Deloitte,"Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-7,"IT Skills, Cloud, DevOps, Big Data, Hive, Impala"
Data Engineer,BrightTALK,Bangalore/Bengaluru,5-8,"Computer science, System architecture, Backend, Machine learning, Data structures, Workflow, Pentaho, Monitoring"
Data Engineer,Maxdata Solutions,"Noida, Mumbai, Bangalore/Bengaluru",2-6,"Java, Scala, Python, analytics, Spark, UNIX, Redshift, AWS services"
Data Engineer,Interactions,Bangalore/Bengaluru,1-5,"Data migration, Linux, Coding, Data modeling, Scheduling, Customer service, Resource management, Operations"
Azure ETL Data Engineer,GXX INDIA PRIVATE LIMITED,"Kochi/Cochin, Ernakulam, Chennai, Bangalore/Bengaluru",6-11,"blobs, adf, etl, azure, SQL, IT Skills, data integration, informatica"
Immediate Hiring For GCP Data Engineer || Wissen Technology,Wissen Technology,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",4-8,"sql queries, gcp, Bigquery, Python, Pandas, Data Engineering, Dataproc, REST API"
Data Engineer - DVC,Ralph Lauren,Bengaluru,4-9,"Microstrategy, Automation, Agile, Data structures, Apache, Open source, Information technology, Analytics"
Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru",5-10,"algorithms, ERP, Data analysis, development, technical, Social media, Service, developing"
BDB Big Data Engineer,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru",5-10,"ERP, Data analysis, development, technical, Social media, it, Data mining, Ideas"
Data Engineer,4CRisk.ai,Bangalore/Bengaluru,5-10,"IT Skills, Python, Machine Learning, Cloud, Project Management, Big Data, AWS, Nosql"
Data Engineer - SSE,epiFi Technologies,Bangalore/Bengaluru,6-10,"Redshift, Luigi, Python, Hudi, Airflow, Hive, Hadoop, GCP"
TeraData / Data Engineer,Burgeon IT Services Pvt ltd,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",6-11,"IT Skills, Python, IT services, Computer science, metadata, Datastage, Data structures, Stored procedures"
SSE Data Engineer,Quality Matrix Inc,Bangalore/Bengaluru,2-4,"CI / CD, Spark, RDBMS, Postgres, MySql, Hadoop, Maria, Scala"
BDB Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru",5-10,"ERP, Data analysis, MS SQL, Team Building, Social media, MySQL, Service, Data mining"
BDB Big Data Engineer,"ANMUTSOLUTIONS Pvt,Ltd.","Hyderabad, Bengaluru",5-10,"ERP, Data analysis, MS SQL, Algorithms, Team Building, Social media, MySQL, Data mining"
Data Engineer,Pristine Infotech Inc,"Mumbai, Chennai",1-2,"python, machine learning, sql, IT Skills, Java, Testing, Data Science, Oracle"
Data Engineer,IBM,Gurgaon/Gurugram,8-12,"IT Skills, Java, Python, Testing, Data Science, Machine Learning, Cloud, Simulation"
Data Engineer,Teleperformance,"Gurgaon/Gurugram, Chennai",3-7,"spark, python, scala, hadoop, artificial intelligence"
Data Engineer,TMD - The Modern Dimension,"New Delhi, Bangalore/Bengaluru",6-11,"Nosql, Relational Sql, Data Pipeline, Scala, C + +, Hadoop, Big Data, Data Engineer"
Azure ETL Data Engineer,VEGA Intellisoft Private Limited,"Noida, Bangalore/Bengaluru",5-8,"CRM, Azure, data warehousing, ADF, Microsoft SQL Server, Azure Cloud, Azure Storage, FTP"
Azure Data Engineer,SightSpectrum Technology Solutions (P) Ltd.,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-8,"azure databricks, spark, ETL, IT Skills, Data Science, Machine Learning, Cloud, DevOps"
AWS Data Engineer,Naukri Premium - Employer Services,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",3-8,"aws glue, Data Engineering, spark, kafka"
Data Engineer _ Devkraft,DEVKRAFT TECHNOLOGIES PRIVATE LIMITED,"Bangalore/Bengaluru, Delhi / NCR",4-6,"Hive, Hadoop Administration, SCALA, Big Data, Spark"
Data engineer(Azure data lake/Aws glue),USEFULBI PRIVATE LIMITED,"Pune, Bangalore/Bengaluru, Mumbai (All Areas)",5-10,"Azure Databricks, Azure Data Lake, Aws Glue, Aws Lambda, Python, sql"
Data Engineer,Gelato,"Mumbai, Bangalore/Bengaluru",3-8,"CI / CD, BigQuery, python, Snowflake, ETL, Power BI, Kubernetes, Docker"
Data Engineer - Python/SQL,Integreat,"Gurgaon/Gurugram, Bangalore/Bengaluru",3-8,"Data Science, Python, SQL, IT Skills, Software Troubleshooting, GraphQL, debugging, MongoDB"
Big Data Engineer,KLOUTIX SOLUTIONS PRIVATE LIMITED,"Pune, Bangalore/Bengaluru",8-10,"python, sql, Cloud Formations, DBT, Snowflake, Airflow, SQS, communication"
Azure Data Engineer,Devkraft Technologies,"Delhi / NCR, Bangalore/Bengaluru,",3-7,"Synapse, Service Bus, Azure Data Catalog, Event Grid, SQL, Azure Data Lake, Azure Data Factory, Azure Blob"
Data Engineer,Balbix,"Gurgaon/Gurugram, Bangalore/Bengaluru",1-4,"Python, data structures, Postgres, Redis, MongoDB, Cassandra, Druid, ElasticSearch"
Data Engineer / Spark Developer / Hive Developer / Hadoop Developer,Emblaze Solutions,"Mumbai, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",3-8,"Hive, Hadoop, Spark, Linux, Python, Azure, Scala, Unix"
Looking For Data engineer python/pyspark - (WFH )- less than 30days,Covalense Technologies Private Limited,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",8-13,"python, data engineer, pyspark, databricks, data engineering, dataengineering, data bricks, py-spark"
Software Intern - Data Engineer,Maven Wave Partners India Pvt. Ltd,"Chandigarh, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",1-2,"Python, IT Skills, Java, Cloud"
NDH Ingestion - Data Engineer,Leuwint,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",8-13,"Unix, Python Text, Jenkins, CSV, HDFS, Python, Apache Beam, Scrum"
Azure Data Engineer,"Hitachi Solutions, Ltd","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-8,"Azure, Azure Data Factory, Spark Python, Data Modeling, Scala, Python, Power BI, Azure SQL Data Warehouse"
Opportunities For Data Engineer,KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",1-6,"Django, SCALA, Spark, Python, hive, Java, Data Engineering, oozie"
Data Engineer,Central Business Solution,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",3-8,"Data Warehouse, Teradata, MS SQL Server, Cassandra, PostgreSQL, HBase, Data warehouses, Redis"
Big Data Engineer,INTRAEDGE TECHNOLOGIES PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-9,"big data, hive, python, java, pyspark, Hdfs"
Data Engineer - Python & Big Data,Ttec Digital Analytics India LLC,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",7-12,"Pyspark, Hive, Big Data, Python, SQL, communication, bash scripting, Big Data Development"
Data Engineer,Agstack technologies Pvt. ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",2-6,"python, Power BI, Qlik Sense, Tableau, SQL, data quality, data modeling, Data Warehousing"
Gcp Data Engineer,KPMG,"Pune, Bangalore/Bengaluru",4-9,"spark, hadoop, IT Skills, Java, Python, Software Development, Testing, Cloud"
Azure Data Engineer,Xpheno,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-8,"github, Version control, SQL database, spark, Cloud, power bi, Technical architecture, Analytics"
NDH Ingestion - Data Engineer,Leuwint,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",8-13,"GIT, XML, Schema, JSON, Informatica, Apache, JIRA, Unix shell scripting"
ETL (Ingestion) Developer / Data Engineer,Leuwint,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",8-13,"Apache Beam, Big Data, NOSQL, Confluence Micro Services, Oracle, Unix, Kafka, SQL"
Data Engineer,Naukri Premium - Employer Services,"Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,"Java, Hadoop, Big Data, Spark, Hadoop EcoSystem, IT Skills, Python, Cloud"
Data Engineering Application Developer,Accenture,Pune,8-10,"REST, Python, communication, analytical, Shell, data mining, MPP, Spark"
Data Engineer I ( SE - 1 ),Yatra Online Private Ltd,New Delhi,1-4,"NoSQL, Linux, Django, MySQL, System design, MongoDB, test driven development, SQL"
Data engineer,Ciena,Pune,2-7,"Scala, Docker, CI/CD, AWS, Python, Wireless, Java, WAN"
Data Engineer I,EA Games (Electronic Arts),Hyderabad,2-7,"IT Skills, Java, Python, Machine Learning, AWS, XML, Agile, HTML"
Software Engineering SMTS- Data Intelligence,SALESFORCE,Hyderabad/Secunderabad,6-10,"Data analysis, Version control, data science, Data modeling, Artificial Intelligence, Machine learning, Engineering Manager, Data structures"
Data Engineer,Franklin Templeton,Hyderabad/Secunderabad,3-6,"Linux, MySQL, Javascript, Agile, PHP, HTML, Information technology, Investment"
Data Engineer,MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,Bengaluru,6-11,"Computer science, Personnel management, Programming, Data structures, System design, Hardware, Management"
Data Engineer,Saturam Infosystems Private Limited,Bangalore/Bengaluru,2-5,"Airflow, Data Engineering, MySQL, Data Analysis, CI / CD, CI, GCS, Jenkins"
Visualization and Data Engineer,Bloom Consulting Services,Bengaluru,2-5,"advanced analytics, Data analysis, tableau, operations, Data management, Business Analyst, Data modeling, Analytical"
Data Engineer | Australia Work permit Visa( sponsor Visa),SR UTILITY SOLUTIONS INDIA PRIVATE LIMITED,"Visakhapatnam, Hyderabad/Secunderabad, Bangalore/Bengaluru",6-10,"Hadoop, Data modelling, Spark SQL, Hive, Spark, AWS, SQL, GCP"
Data Engineer,Cytiva,Bangalore/Bengaluru,1-4,"Python, SQL query, cloud data, APIs, Terraform, SQL, RunMyJobs, - driven"
Data Engineer with Talend/Big Data - For a 40-year-old MNC - CAI India,CAI Info India Pvt Ltd.,Remote,6-8,"Talend Big Data, data engineer, IT Skills, Java, Python, Data Science, Cloud, Big Data"
Cloud Data Engineer,Naukri Premium - Employer Services,"Chennai, Bangalore/Bengaluru",8-13,"Azure, Big Data, Java, GCP, Spark, Apache Spark, Kubernetes, Docker"
Azure Data Engineer | Product based MNC | Pune,Abzooba India Infotech Private Limited,Pune,5-8,"pyspark, Azure Databricks, azure data factory, sql scripting, python, azure data lake, spark, data structures"
Big Data Engineer,Envestnet,Bangalore/Bengaluru,4-6,"Software Engineering, Scala, Hadoop, Big Data, Spark, Aws, Data Analytics, Python"
Big Data Engineer,Envestnet,Bangalore/Bengaluru,3-7,"Product Development, Java, Software Engineering, Scala, Hadoop, Big Data, Spark, Python"
Software Engineer - Data Engineering,zeotap,Bangalore/Bengaluru,2-5,"Computer science, NoSQL, Coding, Information security, ISO 27001, OLAP, OLTP, Distribution system"
Software Engineer Data Platform,Moveworks,Bangalore/Bengaluru,2-5,"HBase, MySQL, Postgres, IT Skills, Machine Learning, Cloud, Analytics"
Data Engineer,Vision Beyond Resources India Private Limited,Bangalore/Bengaluru,8-13,"aws glue, python, data analysis, apache, data modeling, spark, AWS, sql"
Data Engineer,Vision Beyond Resources India Private Limited,Bangalore/Bengaluru,8-13,"aws glue, sql queries, python, data analysis, apache, data modeling, Big Data"
Azure Data Engineer,Neudesic Technologies,Remote,3-8,"Azure Data Factory, Azure Data Lake, Azure Databricks, CI / CD, Azure Data Services, ETL, Data Warehouse, Azure"
Data Engineer,CBA Services Private Limited,Bangalore/Bengaluru,3-8,"BPO, troubleshooting, metadata, Data management, Coding, Analytical, Agile, Ab Initio"
HIRING DATA ENGINEER,Rakuten,Bangalore/Bengaluru,4-6,"hadoop, hive, azure, pyhton, aws, IT Skills, Data Engineering, Data Migration"
